TIME SINCE START (ms),DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE Yaw (rad/s),GYROSCOPE Pitch (rad/s),GYROSCOPE Roll (rad/s),GPS LATITUDE (degrees),GPS LONGITUDE (degrees),GPS SPEED (Kmh),GPS ORIENTATION (°),GPS ACCURACY (m)
21722,2019-09-08 10:08:08:346,0,0.025,9.80665,0.0,0,-0.01,12.000872023071183,77.00008552069589,19.3536,10.771606548459477,2
21822,2019-09-08 10:08:08:446,0,0.025,9.80665,0.0,0,-0.01,12.000876773496385,77.00008644967207,19.3608,10.82890232797256,2
21922,2019-09-08 10:08:08:546,0,0.025,9.80665,0.0,0,-0.01,12.000881524776812,77.00008738385162,19.368,10.886198107485642,2
22022,2019-09-08 10:08:08:646,0,0.025,9.80665,0.0,0,-0.01,12.000886276907032,77.00008832323721,19.3752,10.943493886998725,2
22122,2019-09-08 10:08:08:746,0,0.025,9.80665,0.0,0,-0.01,12.000891029881611,77.00008926783151,19.3824,11.000789666511809,2
22222,2019-09-08 10:08:08:846,0,0.025,9.80665,0.0,0,-0.01,12.000895783695109,77.0000902176372,19.3896,11.058085446024888,2
22322,2019-09-08 10:08:08:946,0,0.025,9.80665,0.0,0,-0.01,12.000900538342083,77.00009117265691,19.3968,11.115381225537973,2
22422,2019-09-08 10:08:09:046,0,0.025,9.80665,0.0,0,-0.01,12.000905293817084,77.00009213289333,19.404,11.172677005051053,2
22522,2019-09-08 10:08:09:146,0,0.025,9.80665,0.0,0,-0.01,12.00091005011466,77.00009309834908,19.4112,11.229972784564136,2
22622,2019-09-08 10:08:09:246,0,0.025,9.80665,0.0,0,-0.01,12.000914807229353,77.00009406902682,19.418400000000002,11.28726856407722,2
22722,2019-09-08 10:08:09:346,0,0.025,9.80665,0.0,0,-0.01,12.000919565155703,77.00009504492918,19.4256,11.344564343590301,2
22822,2019-09-08 10:08:09:446,0,0.025,9.80665,0.0,0,-0.01,12.000924323888245,77.00009602605878,19.4328,11.401860123103384,2
22922,2019-09-08 10:08:09:546,0,0.025,9.80665,0.0,0,-0.01,12.000929083421507,77.00009701241827,19.44,11.459155902616466,2
23022,2019-09-08 10:08:09:646,0,0.025,9.80665,0.0,0,-0.01,12.000933843750017,77.00009800401023,19.447200000000002,11.516451682129548,2
23122,2019-09-08 10:08:09:746,0,0.025,9.80665,0.0,0,-0.01,12.000938604868297,77.0000990008373,19.4544,11.57374746164263,2
23222,2019-09-08 10:08:09:846,0,0.025,9.80665,0.0,0,-0.01,12.00094336677086,77.00010000290207,19.4616,11.631043241155712,2
23322,2019-09-08 10:08:09:946,0,0.025,9.80665,0.0,0,-0.01,12.000948129452224,77.00010101020716,19.4688,11.688339020668794,2
23422,2019-09-08 10:08:10:046,0,0.025,9.80665,0.0,0,-0.01,12.000952892906895,77.00010202275516,19.476000000000003,11.745634800181877,2
23522,2019-09-08 10:08:10:146,0,0.025,9.80665,0.0,0,-0.01,12.000957657129376,77.00010304054864,19.4832,11.802930579694959,2
23622,2019-09-08 10:08:10:246,0,0.025,9.80665,0.0,0,-0.01,12.000962422114169,77.00010406359019,19.4904,11.860226359208044,2
23722,2019-09-08 10:08:10:346,0,0.025,9.80665,0.0,0,-0.01,12.00096718785577,77.00010509188239,19.497600000000002,11.917522138721123,2
23822,2019-09-08 10:08:10:446,0,0.025,9.80665,0.0,0,-0.01,12.000971954348667,77.00010612542782,19.5048,11.974817918234207,2
23922,2019-09-08 10:08:10:546,0,0.025,9.80665,0.0,0,-0.01,12.000976721587351,77.00010716422902,19.512,12.032113697747288,2
24022,2019-09-08 10:08:10:646,0,0.025,9.80665,0.0,0,-0.01,12.000981489566303,77.00010820828857,19.519199999999998,12.089409477260372,2
24122,2019-09-08 10:08:10:746,0,0.025,9.80665,0.0,0,-0.01,12.000986258280005,77.000109257609,19.526400000000002,12.146705256773453,2
24222,2019-09-08 10:08:10:846,0,0.025,9.80665,0.0,0,-0.01,12.000991027722925,77.00011031219289,19.5336,12.204001036286536,2
24322,2019-09-08 10:08:10:946,0,0.025,9.80665,0.0,0,-0.01,12.000995797889537,77.00011137204274,19.5408,12.261296815799618,2
24422,2019-09-08 10:08:11:046,0,0.025,9.80665,0.0,0,-0.01,12.001000568774309,77.0001124371611,19.548,12.3185925953127,2
24522,2019-09-08 10:08:11:146,0,0.025,9.80665,0.0,0,-0.01,12.001005340371698,77.00011350755052,19.555200000000003,12.375888374825783,2
24622,2019-09-08 10:08:11:246,0,0.025,9.80665,0.0,0,-0.01,12.001010112676163,77.00011458321349,19.5624,12.433184154338866,2
24722,2019-09-08 10:08:11:346,0,0.025,9.80665,0.0,0,-0.01,12.001014885682158,77.00011566415255,19.5696,12.490479933851946,2
24822,2019-09-08 10:08:11:446,0,0.025,9.80665,0.0,0,-0.01,12.001019659384133,77.00011675037018,19.5768,12.54777571336503,2
24922,2019-09-08 10:08:11:546,0,0.025,9.80665,0.0,0,-0.01,12.00102443377653,77.00011784186891,19.584000000000003,12.60507149287811,2
25022,2019-09-08 10:08:11:646,0,0.025,9.80665,0.0,0,-0.01,12.001029208853792,77.00011893865124,19.5912,12.662367272391196,2
25122,2019-09-08 10:08:11:746,0,0.025,9.80665,0.0,0,-0.01,12.001033984610356,77.00012004071964,19.5984,12.719663051904277,2
25222,2019-09-08 10:08:11:846,0,0.025,9.80665,0.0,0,-0.01,12.00103876104065,77.00012114807662,19.6056,12.776958831417359,2
25322,2019-09-08 10:08:11:946,0,0.025,9.80665,0.0,0,-0.01,12.001043538139104,77.00012226072462,19.612800000000004,12.834254610930442,2
25422,2019-09-08 10:08:12:046,0,0.025,9.80665,0.0,0,-0.01,12.001048315900144,77.00012337866616,19.62,12.891550390443523,2
25522,2019-09-08 10:08:12:146,0,0.025,9.80665,0.0,0,-0.01,12.00105309431819,77.00012450190367,19.627200000000002,12.948846169956605,2
25622,2019-09-08 10:08:12:246,0,0.025,9.80665,0.0,0,-0.01,12.001057873387653,77.00012563043964,19.6344,13.00614194946969,2
25722,2019-09-08 10:08:12:346,0,0.025,9.80665,0.0,0,-0.01,12.001062653102947,77.0001267642765,19.6416,13.06343772898277,2
25822,2019-09-08 10:08:12:446,0,0.025,9.80665,0.0,0,-0.01,12.001067433458479,77.00012790341671,19.6488,13.120733508495855,2
25922,2019-09-08 10:08:12:546,0,0.025,9.80665,0.0,0,-0.01,12.001072214448653,77.00012904786271,19.656,13.178029288008934,2
26022,2019-09-08 10:08:12:646,0,0.025,9.80665,0.0,0,-0.01,12.001076996067868,77.00013019761695,19.6632,13.235325067522018,2
26122,2019-09-08 10:08:12:746,0,0.025,9.80665,0.0,0,-0.01,12.001081778310516,77.00013135268185,19.6704,13.292620847035101,2
26222,2019-09-08 10:08:12:846,0,0.025,9.80665,0.0,0,-0.01,12.001086561170991,77.00013251305982,19.6776,13.349916626548183,2
26322,2019-09-08 10:08:12:946,0,0.025,9.80665,0.0,0,-0.01,12.001091344643678,77.0001336787533,19.6848,13.407212406061264,2
26422,2019-09-08 10:08:13:046,0,0.025,9.80665,0.0,0,-0.01,12.001096128722958,77.00013484976469,19.692,13.464508185574347,2
26522,2019-09-08 10:08:13:146,0,0.025,9.80665,0.0,0,-0.01,12.001100913403212,77.0001360260964,19.6992,13.521803965087429,2
26622,2019-09-08 10:08:13:246,0,0.025,9.80665,0.0,0,-0.01,12.001105698678813,77.00013720775081,19.706400000000002,13.579099744600512,2
26722,2019-09-08 10:08:13:346,0,0.025,9.80665,0.0,0,-0.01,12.00111048454413,77.00013839473036,19.7136,13.636395524113594,2
26822,2019-09-08 10:08:13:446,0,0.025,9.80665,0.0,0,-0.01,12.001115270993532,77.00013958703738,19.7208,13.693691303626677,2
26922,2019-09-08 10:08:13:546,0,0.025,9.80665,0.0,0,-0.01,12.001120058021378,77.0001407846743,19.728,13.750987083139757,2
27022,2019-09-08 10:08:13:646,0,0.025,9.80665,0.0,0,-0.01,12.001124845622028,77.00014198764346,19.735200000000003,13.808282862652842,2
27122,2019-09-08 10:08:13:746,0,0.025,9.80665,0.0,0,-0.01,12.001129633789834,77.00014319594725,19.7424,13.865578642165923,2
27222,2019-09-08 10:08:13:846,0,0.025,9.80665,0.0,0,-0.01,12.001134422519147,77.000144409588,19.7496,13.922874421679007,2
27322,2019-09-08 10:08:13:946,0,0.025,9.80665,0.0,0,-0.01,12.001139211804311,77.00014562856812,19.756800000000002,13.980170201192088,2
27422,2019-09-08 10:08:14:046,0,0.025,9.80665,0.0,0,-0.01,12.001144001639672,77.00014685288991,19.764000000000003,14.03746598070517,2
27522,2019-09-08 10:08:14:146,0,0.025,9.80665,0.0,0,-0.01,12.001148792019562,77.00014808255574,19.7712,14.094761760218253,2
27622,2019-09-08 10:08:14:246,0,0.025,9.80665,0.0,0,-0.01,12.001153582938318,77.00014931756795,19.7784,14.152057539731334,2
27722,2019-09-08 10:08:14:346,0,0.025,9.80665,0.0,0,-0.01,12.001158374390268,77.00015055792885,19.785600000000002,14.209353319244418,2
27822,2019-09-08 10:08:14:446,0,0.025,9.80665,0.0,0,-0.01,12.00116316636974,77.00015180364078,19.7928,14.2666490987575,2
27922,2019-09-08 10:08:14:546,0,0.025,9.80665,0.0,0,-0.01,12.001167958871052,77.00015305470605,19.8,14.32394487827058,2
28022,2019-09-08 10:08:14:646,0,0.025,9.80665,0.0,0,-0.01,12.001172751888525,77.00015431112696,19.807199999999998,14.381240657783662,2
28122,2019-09-08 10:08:14:746,0,0.025,9.80665,0.0,0,-0.01,12.001177545416471,77.00015557290585,19.814400000000003,14.438536437296749,2
28222,2019-09-08 10:08:14:846,0,0.025,9.80665,0.0,0,-0.01,12.001182339449198,77.00015684004501,19.8216,14.495832216809827,2
28322,2019-09-08 10:08:14:946,0,0.025,9.80665,0.0,0,-0.01,12.001187133981015,77.00015811254671,19.8288,14.55312799632291,2
28422,2019-09-08 10:08:15:046,0,0.025,9.80665,0.0,0,-0.01,12.001191929006218,77.00015939041327,19.836,14.610423775835992,2
28522,2019-09-08 10:08:15:146,0,0.025,9.80665,0.0,0,-0.01,12.00119672451911,77.00016067364695,19.843200000000003,14.667719555349075,2
28622,2019-09-08 10:08:15:246,0,0.025,9.80665,0.0,0,-0.01,12.001201520513984,77.00016196225002,19.8504,14.725015334862157,2
28722,2019-09-08 10:08:15:346,0,0.025,9.80665,0.0,0,-0.01,12.001206316985126,77.00016325622475,19.8576,14.78231111437524,2
28822,2019-09-08 10:08:15:446,0,0.025,9.80665,0.0,0,-0.01,12.001211113926825,77.00016455557342,19.8648,14.839606893888321,2
28922,2019-09-08 10:08:15:546,0,0.025,9.80665,0.0,0,-0.01,12.001215911333363,77.00016586029827,19.872,14.896902673401405,2
29022,2019-09-08 10:08:15:646,0,0.025,9.80665,0.0,0,-0.01,12.001220709199014,77.00016717040155,19.8792,14.954198452914486,2
29122,2019-09-08 10:08:15:746,0,0.025,9.80665,0.0,0,-0.01,12.001225507518056,77.00016848588552,19.886400000000002,15.01149423242757,2
29222,2019-09-08 10:08:15:846,0,0.025,9.80665,0.0,0,-0.01,12.001230306284757,77.0001698067524,19.8936,15.068790011940651,2
29322,2019-09-08 10:08:15:946,0,0.025,9.80665,0.0,0,-0.01,12.001235105493382,77.00017113300441,19.900800000000004,15.126085791453734,2
29422,2019-09-08 10:08:16:046,0,0.025,9.80665,0.0,0,-0.01,12.001239905138197,77.0001724646438,19.908,15.183381570966816,2
29522,2019-09-08 10:08:16:146,0,0.025,9.80665,0.0,0,-0.01,12.001244705213455,77.00017380167277,19.915200000000002,15.2406773504799,2
29622,2019-09-08 10:08:16:246,0,0.025,9.80665,0.0,0,-0.01,12.001249505713416,77.00017514409353,19.9224,15.29797312999298,2
29722,2019-09-08 10:08:16:346,0,0.025,9.80665,0.0,0,-0.01,12.001254306632326,77.0001764919083,19.9296,15.355268909506064,2
29822,2019-09-08 10:08:16:446,0,0.025,9.80665,0.0,0,-0.01,12.001259107964431,77.00017784511927,19.9368,15.412564689019145,2
29922,2019-09-08 10:08:16:546,0,0.025,9.80665,0.0,0,-0.01,12.001263909703978,77.00017920372864,19.944,15.469860468532229,2
30022,2019-09-08 10:08:16:646,0,0.025,9.80665,0.0,0,-0.01,12.001268711845203,77.00018056773857,19.9512,15.52715624804531,2
30122,2019-09-08 10:08:16:746,0,0.025,9.80665,0.0,0,-0.01,12.001273514382339,77.00018193715127,19.9584,15.584452027558394,2
30222,2019-09-08 10:08:16:846,0,0.025,9.80665,0.0,0,-0.01,12.001278317309621,77.00018331196888,19.965600000000002,15.641747807071475,2
30322,2019-09-08 10:08:16:946,0,0.025,9.80665,0.0,0,-0.01,12.001283120621274,77.00018469219361,19.9728,15.699043586584558,2
30422,2019-09-08 10:08:17:046,0,0.025,9.80665,0.0,0,-0.01,12.001287924311521,77.00018607782759,19.98,15.75633936609764,2
30522,2019-09-08 10:08:17:146,0,0.025,9.80665,0.0,0,-0.01,12.001292728374583,77.00018746887298,19.987199999999998,15.813635145610723,2
30622,2019-09-08 10:08:17:246,0,0.025,9.80665,0.0,0,-0.01,12.001297532804674,77.00018886533192,19.994400000000002,15.870930925123805,2
30722,2019-09-08 10:08:17:346,0,0.025,9.80665,0.0,0,-0.01,12.001302337596007,77.00019026720658,20.0016,15.928226704636888,2
30822,2019-09-08 10:08:17:446,0,0.025,9.80665,0.0,0,-0.01,12.001307142742789,77.00019167449905,20.0088,15.98552248414997,2
30922,2019-09-08 10:08:17:546,0,0.025,9.80665,0.0,0,-0.01,12.001311948239225,77.0001930872115,20.016000000000002,16.04281826366305,2
31022,2019-09-08 10:08:17:646,0,0.025,9.80665,0.0,0,-0.01,12.001316754079514,77.00019450534603,20.023200000000003,16.100114043176134,2
31122,2019-09-08 10:08:17:746,0,0.025,9.80665,0.0,0,-0.01,12.001321560257857,77.00019592890476,20.0304,16.157409822689218,2
31222,2019-09-08 10:08:17:846,0,0.025,9.80665,0.0,0,-0.01,12.00132636676844,77.00019735788979,20.0376,16.214705602202297,2
31322,2019-09-08 10:08:17:946,0,0.025,9.80665,0.0,0,-0.01,12.001331173605458,77.00019879230324,20.0448,16.27200138171538,2
31422,2019-09-08 10:08:18:046,0,0.025,9.80665,0.0,0,-0.01,12.001335980763091,77.00020023214718,20.052000000000003,16.329297161228464,2
31522,2019-09-08 10:08:18:146,0,0.025,9.80665,0.0,0,-0.01,12.001340788235526,77.00020167742373,20.0592,16.386592940741547,2
31622,2019-09-08 10:08:18:246,0,0.025,9.80665,0.0,0,-0.01,12.001345596016936,77.00020312813496,20.0664,16.443888720254627,2
31722,2019-09-08 10:08:18:346,0,0.025,9.80665,0.0,0,-0.01,12.001350404101496,77.00020458428294,20.073600000000003,16.50118449976771,2
31822,2019-09-08 10:08:18:446,0,0.025,9.80665,0.0,0,-0.01,12.001355212483379,77.00020604586975,20.0808,16.558480279280793,2
31922,2019-09-08 10:08:18:546,0,0.025,9.80665,0.0,0,-0.01,12.001360021156747,77.00020751289743,20.088,16.615776058793873,2
32022,2019-09-08 10:08:18:646,0,0.025,9.80665,0.0,0,-0.01,12.001364830115767,77.00020898536808,20.0952,16.673071838306956,2
32122,2019-09-08 10:08:18:746,0,0.025,9.80665,0.0,0,-0.01,12.001369639354595,77.00021046328372,20.1024,16.73036761782004,2
32222,2019-09-08 10:08:18:846,0,0.025,9.80665,0.0,0,-0.01,12.001374448867386,77.00021194664639,20.1096,16.787663397333123,2
32322,2019-09-08 10:08:18:946,0,0.025,9.80665,0.0,0,-0.01,12.001379258648294,77.00021343545815,20.1168,16.844959176846206,2
32422,2019-09-08 10:08:19:046,0,0.025,9.80665,0.0,0,-0.01,12.001384068691465,77.00021492972101,20.124,16.902254956359286,2
32522,2019-09-08 10:08:19:146,0,0.025,9.80665,0.0,0,-0.01,12.001388878991044,77.00021642943702,20.131200000000003,16.95955073587237,2
32622,2019-09-08 10:08:19:246,0,0.025,9.80665,0.0,0,-0.01,12.00139368954117,77.00021793460816,20.1384,17.016846515385453,2
32722,2019-09-08 10:08:19:346,0,0.025,9.80665,0.0,0,-0.01,12.00139850033598,77.00021944523647,20.1456,17.074142294898532,2
32822,2019-09-08 10:08:19:446,0,0.025,9.80665,0.0,0,-0.01,12.001403311369609,77.00022096132396,20.1528,17.131438074411616,2
32922,2019-09-08 10:08:19:546,0,0.025,9.80665,0.0,0,-0.01,12.001408122636185,77.0002224828726,20.16,17.188733853924695,2
33022,2019-09-08 10:08:19:646,0,0.025,9.80665,0.0,0,-0.01,12.001412934129833,77.0002240098844,20.1672,17.246029633437782,2
33122,2019-09-08 10:08:19:746,0,0.025,9.80665,0.0,0,-0.01,12.001417745844675,77.00022554236135,20.174400000000002,17.303325412950866,2
33222,2019-09-08 10:08:19:846,0,0.025,9.80665,0.0,0,-0.01,12.00142255777483,77.00022708030542,20.1816,17.36062119246394,2
33322,2019-09-08 10:08:19:946,0,0.025,9.80665,0.0,0,-0.01,12.001427369914413,77.00022862371858,20.188800000000004,17.41791697197703,2
33422,2019-09-08 10:08:20:046,0,0.025,9.80665,0.0,0,-0.01,12.001432182257535,77.00023017260281,20.196,17.47521275149011,2
33522,2019-09-08 10:08:20:146,0,0.025,9.80665,0.0,0,-0.01,12.001436994798302,77.00023172696007,20.203200000000002,17.53250853100319,2
33622,2019-09-08 10:08:20:246,0,0.025,9.80665,0.0,0,-0.01,12.00144180753082,77.00023328679228,20.2104,17.589804310516275,2
33722,2019-09-08 10:08:20:346,0,0.025,9.80665,0.0,0,-0.01,12.001446620449187,77.00023485210141,20.2176,17.647100090029355,2
33822,2019-09-08 10:08:20:446,0,0.025,9.80665,0.0,0,-0.01,12.001451433547501,77.0002364228894,20.224800000000002,17.70439586954244,2
33922,2019-09-08 10:08:20:546,0,0.025,9.80665,0.0,0,-0.01,12.001456246819854,77.00023799915817,20.232,17.76169164905552,2
34022,2019-09-08 10:08:20:646,0,0.025,9.80665,0.0,0,-0.01,12.001461060260338,77.00023958090968,20.2392,17.8189874285686,2
34122,2019-09-08 10:08:20:746,0,0.025,9.80665,0.0,0,-0.01,12.001465873863035,77.0002411681458,20.2464,17.876283208081688,2
34222,2019-09-08 10:08:20:846,0,0.025,9.80665,0.0,0,-0.01,12.001470687622028,77.00024276086847,20.253600000000002,17.933578987594768,2
34322,2019-09-08 10:08:20:946,0,0.025,9.80665,0.0,0,-0.01,12.001475501531397,77.0002443590796,20.2608,17.99087476710785,2
34422,2019-09-08 10:08:21:046,0,0.025,9.80665,0.0,0,-0.01,12.001480315585217,77.0002459627811,20.268,18.04817054662093,2
34522,2019-09-08 10:08:21:146,0,0.025,9.80665,0.0,0,-0.01,12.001485129777558,77.00024757197482,20.275199999999998,18.105466326134014,2
34622,2019-09-08 10:08:21:246,0,0.025,9.80665,0.0,0,-0.01,12.00148994410249,77.00024918666269,20.282400000000003,18.1627621056471,2
34722,2019-09-08 10:08:21:346,0,0.025,9.80665,0.0,0,-0.01,12.001494758554074,77.00025080684657,20.2896,18.22005788516018,2
34822,2019-09-08 10:08:21:446,0,0.025,9.80665,0.0,0,-0.01,12.001499573126374,77.00025243252833,20.2968,18.27735366467326,2
34922,2019-09-08 10:08:21:546,0,0.025,9.80665,0.0,0,-0.01,12.001504387813446,77.00025406370985,20.304,18.334649444186343,2
35022,2019-09-08 10:08:21:646,0,0.025,9.80665,0.0,0,-0.01,12.001509202609345,77.00025570039297,20.311200000000003,18.391945223699427,2
35122,2019-09-08 10:08:21:746,0,0.025,9.80665,0.0,0,-0.01,12.001514017508118,77.00025734257956,20.3184,18.44924100321251,2
35222,2019-09-08 10:08:21:846,0,0.025,9.80665,0.0,0,-0.01,12.001518832503816,77.00025899027146,20.3256,18.506536782725593,2
35322,2019-09-08 10:08:21:946,0,0.025,9.80665,0.0,0,-0.01,12.001523647590478,77.00026064347053,20.3328,18.563832562238673,2
35422,2019-09-08 10:08:22:046,0,0.025,9.80665,0.0,0,-0.01,12.001528462762145,77.00026230217856,20.340000000000003,18.621128341751756,2
35522,2019-09-08 10:08:22:146,0,0.025,9.80665,0.0,0,-0.01,12.001533278012856,77.00026396639741,20.3472,18.67842412126484,2
35622,2019-09-08 10:08:22:246,0,0.025,9.80665,0.0,0,-0.01,12.00153809333664,77.00026563612889,20.354400000000002,18.73571990077792,2
35722,2019-09-08 10:08:22:346,0,0.025,9.80665,0.0,0,-0.01,12.00154290872753,77.00026731137481,20.361600000000003,18.793015680291006,2
35822,2019-09-08 10:08:22:446,0,0.025,9.80665,0.0,0,-0.01,12.001547724179545,77.000268992137,20.3688,18.850311459804086,2
35922,2019-09-08 10:08:22:546,0,0.025,9.80665,0.0,0,-0.01,12.001552539686715,77.00027067841721,20.376,18.907607239317166,2
36022,2019-09-08 10:08:22:646,0,0.025,9.80665,0.0,0,-0.01,12.001557355243055,77.00027237021727,20.3832,18.96490301883025,2
36122,2019-09-08 10:08:22:746,0,0.025,9.80665,0.0,0,-0.01,12.00156217084258,77.00027406753898,20.3904,19.022198798343332,2
36222,2019-09-08 10:08:22:846,0,0.025,9.80665,0.0,0,-0.01,12.001566986479304,77.00027577038408,20.3976,19.07949457785642,2
36322,2019-09-08 10:08:22:946,0,0.025,9.80665,0.0,0,-0.01,12.001571802147234,77.00027747875437,20.4048,19.136790357369495,2
36422,2019-09-08 10:08:23:046,0,0.025,9.80665,0.0,0,-0.01,12.001576617840374,77.00027919265159,20.412,19.19408613688258,2
36522,2019-09-08 10:08:23:146,0,0.025,9.80665,0.0,0,-0.01,12.00158143355273,77.00028091207753,20.4192,19.251381916395662,2
36622,2019-09-08 10:08:23:246,0,0.025,9.80665,0.0,0,-0.01,12.001586249278294,77.00028263703393,20.4264,19.308677695908745,2
36722,2019-09-08 10:08:23:346,0,0.025,9.80665,0.0,0,-0.01,12.001591065011064,77.00028436752254,20.433600000000002,19.365973475421825,2
36822,2019-09-08 10:08:23:446,0,0.025,9.80665,0.0,0,-0.01,12.001595880745034,77.00028610354508,20.4408,19.423269254934905,2
36922,2019-09-08 10:08:23:546,0,0.025,9.80665,0.0,0,-0.01,12.001600696474188,77.0002878451033,20.448,19.48056503444799,2
37022,2019-09-08 10:08:23:646,0,0.025,9.80665,0.0,0,-0.01,12.001605512192512,77.00028959219892,20.4552,19.537860813961075,2
37122,2019-09-08 10:08:23:746,0,0.025,9.80665,0.0,0,-0.01,12.001610327893987,77.00029134483367,20.462400000000002,19.595156593474155,2
37222,2019-09-08 10:08:23:846,0,0.025,9.80665,0.0,0,-0.01,12.001615143572591,77.00029310300924,20.4696,19.652452372987238,2
37322,2019-09-08 10:08:23:946,0,0.025,9.80665,0.0,0,-0.01,12.0016199592223,77.00029486672736,20.4768,19.709748152500318,2
37422,2019-09-08 10:08:24:046,0,0.025,9.80665,0.0,0,-0.01,12.001624774837083,77.00029663598971,20.484,19.767043932013404,2
37522,2019-09-08 10:08:24:146,0,0.025,9.80665,0.0,0,-0.01,12.001629590410909,77.000298410798,20.491200000000003,19.824339711526484,2
37622,2019-09-08 10:08:24:246,0,0.025,9.80665,0.0,0,-0.01,12.001634405937741,77.00030019115388,20.4984,19.881635491039567,2
37722,2019-09-08 10:08:24:346,0,0.025,9.80665,0.0,0,-0.01,12.00163922141154,77.00030197705907,20.5056,19.93893127055265,2
37822,2019-09-08 10:08:24:446,0,0.025,9.80665,0.0,0,-0.01,12.001644036826267,77.00030376851521,20.512800000000002,19.99622705006573,2
37922,2019-09-08 10:08:24:546,0,0.025,9.80665,0.0,0,-0.01,12.001648852175874,77.00030556552399,20.52,20.053522829578814,2
38022,2019-09-08 10:08:24:646,0,0.025,9.80665,0.0,0,-0.01,12.001653667454313,77.00030736808704,20.5272,20.110818609091897,2
38122,2019-09-08 10:08:24:746,0,0.025,9.80665,0.0,0,-0.01,12.001658482655532,77.00030917620603,20.534399999999998,20.16811438860498,2
38222,2019-09-08 10:08:24:846,0,0.025,9.80665,0.0,0,-0.01,12.001663297773474,77.0003109898826,20.541600000000003,20.225410168118064,2
38322,2019-09-08 10:08:24:946,0,0.025,9.80665,0.0,0,-0.01,12.001668112802081,77.0003128091184,20.5488,20.28270594763114,2
38422,2019-09-08 10:08:25:046,0,0.025,9.80665,0.0,0,-0.01,12.00167292773529,77.00031463391502,20.556,20.340001727144223,2
38522,2019-09-08 10:08:25:146,0,0.025,9.80665,0.0,0,-0.01,12.00167774256704,77.00031646427414,20.5632,20.39729750665731,2
38622,2019-09-08 10:08:25:246,0,0.025,9.80665,0.0,0,-0.01,12.001682557291257,77.00031830019732,20.570400000000003,20.454593286170393,2
38722,2019-09-08 10:08:25:346,0,0.025,9.80665,0.0,0,-0.01,12.001687371901872,77.00032014168622,20.5776,20.511889065683473,2
38822,2019-09-08 10:08:25:446,0,0.025,9.80665,0.0,0,-0.01,12.001692186392809,77.0003219887424,20.5848,20.569184845196553,2
38922,2019-09-08 10:08:25:546,0,0.025,9.80665,0.0,0,-0.01,12.00169700075799,77.00032384136749,20.592,20.626480624709636,2
39022,2019-09-08 10:08:25:646,0,0.025,9.80665,0.0,0,-0.01,12.001701814991332,77.00032569956306,20.599200000000003,20.683776404222723,2
39122,2019-09-08 10:08:25:746,0,0.025,9.80665,0.0,0,-0.01,12.001706629086753,77.0003275633307,20.6064,20.741072183735803,2
39222,2019-09-08 10:08:25:846,0,0.025,9.80665,0.0,0,-0.01,12.001711443038165,77.00032943267199,20.6136,20.798367963248886,2
39322,2019-09-08 10:08:25:946,0,0.025,9.80665,0.0,0,-0.01,12.001716256839472,77.00033130758848,20.6208,20.855663742761966,2
39422,2019-09-08 10:08:26:046,0,0.025,9.80665,0.0,0,-0.01,12.001721070484585,77.00033318808175,20.628000000000004,20.91295952227505,2
39522,2019-09-08 10:08:26:146,0,0.025,9.80665,0.0,0,-0.01,12.001725883967403,77.00033507415334,20.6352,20.970255301788132,2
39622,2019-09-08 10:08:26:246,0,0.025,9.80665,0.0,0,-0.01,12.001730697281827,77.00033696580482,20.642400000000002,21.027551081301215,2
39722,2019-09-08 10:08:26:346,0,0.025,9.80665,0.0,0,-0.01,12.001735510421751,77.00033886303771,20.6496,21.0848468608143,2
39822,2019-09-08 10:08:26:446,0,0.025,9.80665,0.0,0,-0.01,12.00174032338107,77.00034076585355,20.6568,21.14214264032738,2
39922,2019-09-08 10:08:26:546,0,0.025,9.80665,0.0,0,-0.01,12.001745136153671,77.00034267425389,20.664,21.199438419840458,2
40022,2019-09-08 10:08:26:646,0,0.025,9.80665,0.0,0,-0.01,12.001749948733442,77.0003445882402,20.6712,21.25673419935354,2
40122,2019-09-08 10:08:26:746,0,0.025,9.80665,0.0,0,-0.01,12.001754761114265,77.00034650781404,20.6784,21.31402997886663,2
40222,2019-09-08 10:08:26:846,0,0.025,9.80665,0.0,0,-0.01,12.001759573290023,77.00034843297689,20.6856,21.371325758379708,2
40322,2019-09-08 10:08:26:946,0,0.025,9.80665,0.0,0,-0.01,12.00176438525459,77.00035036373028,20.692800000000002,21.428621537892788,2
40422,2019-09-08 10:08:27:046,0,0.025,9.80665,0.0,0,-0.01,12.00176919700184,77.00035230007566,20.7,21.48591731740587,2
40522,2019-09-08 10:08:27:146,0,0.025,9.80665,0.0,0,-0.01,12.001774008525647,77.00035424201454,20.7072,21.543213096918954,2
40622,2019-09-08 10:08:27:246,0,0.025,9.80665,0.0,0,-0.01,12.001778819819874,77.0003561895484,20.7144,21.600508876432038,2
40722,2019-09-08 10:08:27:346,0,0.025,9.80665,0.0,0,-0.01,12.001783630878387,77.0003581426787,20.721600000000002,21.65780465594512,2
40822,2019-09-08 10:08:27:446,0,0.025,9.80665,0.0,0,-0.01,12.001788441695048,77.00036010140694,20.7288,21.7151004354582,2
